Author;Title;Co-Authors;Pagination;Published in
Devendra Bhave;A Perfect Class of Context-Sensitive Timed Languages.;Vrunda Dave, Shankara Narayanan Krishna, Ramchandra Phawade, Ashutosh Trivedi;38-50;2016
Vrunda Dave;A Perfect Class of Context-Sensitive Timed Languages.;Devendra Bhave, Shankara Narayanan Krishna, Ramchandra Phawade, Ashutosh Trivedi;38-50;2016
Shankara Narayanan Krishna;A Perfect Class of Context-Sensitive Timed Languages.;Devendra Bhave, Vrunda Dave, Ramchandra Phawade, Ashutosh Trivedi;38-50;2016
Ramchandra Phawade;A Perfect Class of Context-Sensitive Timed Languages.;Devendra Bhave, Vrunda Dave, Shankara Narayanan Krishna, Ashutosh Trivedi;38-50;2016
Ashutosh Trivedi;A Perfect Class of Context-Sensitive Timed Languages.;Devendra Bhave, Vrunda Dave, Shankara Narayanan Krishna, Ramchandra Phawade;38-50;2016
Sabine Broda;Position Automaton Construction for Regular Expressions with Intersection.;António Machiavelo, Nelma Moreira, Rogério Reis;51-63;2016
António Machiavelo;Position Automaton Construction for Regular Expressions with Intersection.;Sabine Broda, Nelma Moreira, Rogério Reis;51-63;2016
Nelma Moreira;Position Automaton Construction for Regular Expressions with Intersection.;Sabine Broda, António Machiavelo, Rogério Reis;51-63;2016
Rogério Reis;Position Automaton Construction for Regular Expressions with Intersection.;Sabine Broda, António Machiavelo, Nelma Moreira;51-63;2016
Michaël Cadilhac;A Language-Theoretical Approach to Descriptive Complexity.;Andreas Krebs, Klaus-Jörn Lange;64-76;2016
Andreas Krebs;A Language-Theoretical Approach to Descriptive Complexity.;Michaël Cadilhac, Klaus-Jörn Lange;64-76;2016
Klaus-Jörn Lange;A Language-Theoretical Approach to Descriptive Complexity.;Michaël Cadilhac, Andreas Krebs;64-76;2016
Julien Cassaigne;k-Abelian Equivalence and Rationality.;Juhani Karhumäki, Svetlana Puzynina, Markus A. Whiteland;77-88;2016
Juhani Karhumäki;k-Abelian Equivalence and Rationality.;Julien Cassaigne, Svetlana Puzynina, Markus A. Whiteland;77-88;2016
Svetlana Puzynina;k-Abelian Equivalence and Rationality.;Julien Cassaigne, Juhani Karhumäki, Markus A. Whiteland;77-88;2016
Markus A. Whiteland;k-Abelian Equivalence and Rationality.;Julien Cassaigne, Juhani Karhumäki, Svetlana Puzynina;77-88;2016
Liang-Ting Chen;Schützenberger Products in a Category.;Henning Urbat;89-101;2016
Henning Urbat;Schützenberger Products in a Category.;Liang-Ting Chen;89-101;2016
Da-Jung Cho;Outfix-Guided Insertion - (Extended Abstract).;Yo-Sub Han, Timothy Ng, Kai Salomaa;102-113;2016
Yo-Sub Han;Outfix-Guided Insertion - (Extended Abstract).;Da-Jung Cho, Timothy Ng, Kai Salomaa;102-113;2016
Timothy Ng;Outfix-Guided Insertion - (Extended Abstract).;Da-Jung Cho, Yo-Sub Han, Kai Salomaa;102-113;2016
Kai Salomaa;Outfix-Guided Insertion - (Extended Abstract).;Da-Jung Cho, Yo-Sub Han, Timothy Ng;102-113;2016
Christian Choffrut;Both Ways Rational Functions.;Bruno Guillon;114-124;2016
Bruno Guillon;Both Ways Rational Functions.;Christian Choffrut;114-124;2016
Luc Dartois;Aperiodic String Transducers.;Ismaël Jecker, Pierre-Alain Reynier;125-137;2016
Ismaël Jecker;Aperiodic String Transducers.;Luc Dartois, Pierre-Alain Reynier;125-137;2016
Pierre-Alain Reynier;Aperiodic String Transducers.;Luc Dartois, Ismaël Jecker;125-137;2016
Tobias Denkinger;An Automata Characterisation for Multiple Context-Free Languages.;nan;138-150;2016
Stefan Dück;Weighted Automata and Logics on Infinite Graphs.;nan;151-163;2016
Jörg Endrullis;Degrees of Infinite Words, Polynomials and Atoms.;Juhani Karhumäki, Jan Willem Klop, Aleksi Saarela;164-176;2016
Juhani Karhumäki;Degrees of Infinite Words, Polynomials and Atoms.;Jörg Endrullis, Jan Willem Klop, Aleksi Saarela;164-176;2016
Jan Willem Klop;Degrees of Infinite Words, Polynomials and Atoms.;Jörg Endrullis, Juhani Karhumäki, Aleksi Saarela;164-176;2016
Aleksi Saarela;Degrees of Infinite Words, Polynomials and Atoms.;Jörg Endrullis, Juhani Karhumäki, Jan Willem Klop;164-176;2016
Daniil Gasnikov;Ternary Square-Free Partial Words with Many Wildcards.;Arseny M. Shur;177-189;2016
Arseny M. Shur;Ternary Square-Free Partial Words with Many Wildcards.;Daniil Gasnikov;177-189;2016
Viliam Geffert;Alternating Demon Space Is Closed Under Complement and Other Simulations for Sublogarithmic Space.;nan;190-202;2016
Luisa Herrmann;Weighted Symbolic Automata with Data Storage.;Heiko Vogler;203-215;2016
Heiko Vogler;Weighted Symbolic Automata with Data Storage.;Luisa Herrmann;203-215;2016
Oscar H. Ibarra;On Families of Full Trios Containing Counter Machine Languages.;Ian McQuillan;216-228;2016
Ian McQuillan;On Families of Full Trios Containing Counter Machine Languages.;Oscar H. Ibarra;216-228;2016
Jozef Jirásek Jr.;Non-regular Maximal Prefix-Free Subsets of Regular Languages.;nan;229-242;2016
Jozef Jirásek Jr.;Operations on Unambiguous Finite Automata.;Galina Jirásková, Juraj Sebej;243-255;2016
Galina Jirásková;Operations on Unambiguous Finite Automata.;Jozef Jirásek Jr., Juraj Sebej;243-255;2016
Juraj Sebej;Operations on Unambiguous Finite Automata.;Jozef Jirásek Jr., Galina Jirásková;243-255;2016
Dietrich Kuske;The Trace Monoids in the Queue Monoid and in the Direct Product of Two Free Monoids.;Olena Prianychnykova;256-267;2016
Olena Prianychnykova;The Trace Monoids in the Queue Monoid and in the Direct Product of Two Free Monoids.;Dietrich Kuske;256-267;2016
Kent Kwee;On Ordered RRWW-Automata.;Friedrich Otto;268-279;2016
Friedrich Otto;On Ordered RRWW-Automata.;Kent Kwee;268-279;2016
Sébastien Labbé;Bispecial Factors in the Brun S-Adic System.;Julien Leroy;280-292;2016
Julien Leroy;Bispecial Factors in the Brun S-Adic System.;Sébastien Labbé;280-292;2016
Andreas Maletti;Compositions of Tree-to-Tree Statistical Machine Translation Models.;nan;293-305;2016
Florin Manea;On the Solvability Problem for Restricted Classes of Word Equations.;Dirk Nowotka, Markus L. Schmid;306-318;2016
Dirk Nowotka;On the Solvability Problem for Restricted Classes of Word Equations.;Florin Manea, Markus L. Schmid;306-318;2016
Markus L. Schmid;On the Solvability Problem for Restricted Classes of Word Equations.;Florin Manea, Dirk Nowotka;306-318;2016
Henryk Michalewski;Unambiguous Büchi Is Weak.;Michal Skrzypczak;319-331;2016
Michal Skrzypczak;Unambiguous Büchi Is Weak.;Henryk Michalewski;319-331;2016
Dirk Nowotka;One-Unknown Word Equations and Three-Unknown Constant-Free Word Equations.;Aleksi Saarela;332-343;2016
Aleksi Saarela;One-Unknown Word Equations and Three-Unknown Constant-Free Word Equations.;Dirk Nowotka;332-343;2016
Pascal Ochem;Avoidability of Formulas with Two Variables.;Matthieu Rosenfeld;344-354;2016
Matthieu Rosenfeld;Avoidability of Formulas with Two Variables.;Pascal Ochem;344-354;2016
Adrien Boiret;Deciding Equivalence of Linear Tree-to-Word Transducers in Polynomial Time.;Raphaela Palenta;355-367;2016
Raphaela Palenta;Deciding Equivalence of Linear Tree-to-Word Transducers in Polynomial Time.;Adrien Boiret;355-367;2016
Erik Paul;On Finite and Polynomial Ambiguity of Weighted Tree Automata.;nan;368-379;2016
Marek Szykula;An Extremal Series of Eulerian Synchronizing Automata.;Vojtech Vorel;380-392;2016
Vojtech Vorel;An Extremal Series of Eulerian Synchronizing Automata.;Marek Szykula;380-392;2016
Yuya Uezato;Monoid-Based Approach to the Inclusion Problem on Superdeterministic Pushdown Automata.;Yasuhiko Minamide;393-405;2016
Yasuhiko Minamide;Monoid-Based Approach to the Inclusion Problem on Superdeterministic Pushdown Automata.;Yuya Uezato;393-405;2016
Volker Diekert;On First-Order Fragments for Words and Mazurkiewicz Traces.;Manfred Kufleitner;1-19;2007
Manfred Kufleitner;On First-Order Fragments for Words and Mazurkiewicz Traces.;Volker Diekert;1-19;2007
Thomas A. Henzinger;Quantitative Generalizations of Languages.;nan;20-22;2007
Michal Kunc;What Do We Know About Language Equations?;nan;23-27;2007
Ming Li;Information Distance and Applications.;nan;28;2007
Jacques Sakarovitch;Finite Automata and the Writing of Numbers.;nan;29-30;2007
Kai Salomaa;Descriptional Complexity of Nondeterministic Finite Automata.;nan;31-35;2007
Marcella Anselmo;From Determinism to Non-determinism in Recognizable Two-Dimensional Languages.;Dora Giammarresi, Maria Madonia;36-47;2007
Dora Giammarresi;From Determinism to Non-determinism in Recognizable Two-Dimensional Languages.;Marcella Anselmo, Maria Madonia;36-47;2007
Maria Madonia;From Determinism to Non-determinism in Recognizable Two-Dimensional Languages.;Marcella Anselmo, Dora Giammarresi;36-47;2007
Marie-Pierre Béal;Coding Partitions: Regularity, Maximality and Global Ambiguity.;Fabio Burderi, Antonio Restivo;48-59;2007
Fabio Burderi;Coding Partitions: Regularity, Maximality and Global Ambiguity.;Marie-Pierre Béal, Antonio Restivo;48-59;2007
Antonio Restivo;Coding Partitions: Regularity, Maximality and Global Ambiguity.;Marie-Pierre Béal, Fabio Burderi;48-59;2007
Aleksandrs Belovs;Multi-letter Reversible and Quantum Finite Automata.;Ansis Rosmanis, Juris Smotrovs;60-71;2007
Ansis Rosmanis;Multi-letter Reversible and Quantum Finite Automata.;Aleksandrs Belovs, Juris Smotrovs;60-71;2007
Juris Smotrovs;Multi-letter Reversible and Quantum Finite Automata.;Aleksandrs Belovs, Ansis Rosmanis;60-71;2007
Alberto Bertoni;Approximability and Non-approximability Results in Computing the Mean Speedup of Trace Monoids.;Roberto Radicioni;72-83;2007
Roberto Radicioni;Approximability and Non-approximability Results in Computing the Mean Speedup of Trace Monoids.;Alberto Bertoni;72-83;2007
Laurent Bienvenu;The Dynamics of Cellular Automata in Shift-Invariant Topologies.;Mathieu Sablik;84-95;2007
Mathieu Sablik;The Dynamics of Cellular Automata in Shift-Invariant Topologies.;Laurent Bienvenu;84-95;2007
Francine Blanchet-Sadri;Two Element Unavoidable Sets of Partial Words.;N. C. Brownstein, Justin Palumbo;96-107;2007
N. C. Brownstein;Two Element Unavoidable Sets of Partial Words.;Francine Blanchet-Sadri, Justin Palumbo;96-107;2007
Justin Palumbo;Two Element Unavoidable Sets of Partial Words.;Francine Blanchet-Sadri, N. C. Brownstein;96-107;2007
Henning Bordihn;Hairpin Finite Automata.;Markus Holzer, Martin Kutrib;108-119;2007
Markus Holzer;Hairpin Finite Automata.;Henning Bordihn, Martin Kutrib;108-119;2007
Martin Kutrib;Hairpin Finite Automata.;Henning Bordihn, Markus Holzer;108-119;2007
Robert Brijder;Characterizing Reduction Graphs for Gene Assembly in Ciliates.;Hendrik Jan Hoogeboom;120-131;2007
Hendrik Jan Hoogeboom;Characterizing Reduction Graphs for Gene Assembly in Ciliates.;Robert Brijder;120-131;2007
Dario Carotenuto;2-Visibly Pushdown Automata.;Aniello Murano, Adriano Peron;132-144;2007
Aniello Murano;2-Visibly Pushdown Automata.;Dario Carotenuto, Adriano Peron;132-144;2007
Adriano Peron;2-Visibly Pushdown Automata.;Dario Carotenuto, Aniello Murano;132-144;2007
Jean-Marc Champarnaud;None;Faissal Ouardi, Djelloul Ziadi;145-156;2007
Faissal Ouardi;None;Jean-Marc Champarnaud, Djelloul Ziadi;145-156;2007
Djelloul Ziadi;None;Jean-Marc Champarnaud, Faissal Ouardi;145-156;2007
Javier Esparza;None;Stefan Kiefer, Michael Luttenberger;157-168;2007
Stefan Kiefer;None;Javier Esparza, Michael Luttenberger;157-168;2007
Michael Luttenberger;None;Javier Esparza, Stefan Kiefer;157-168;2007
Rusins Freivalds;Non-constructive Methods for Finite Probabilistic Automata.;nan;169-180;2007
Dominik D. Freydenberger;The Unambiguity of Segmented Morphisms.;Daniel Reidenbach;181-192;2007
Daniel Reidenbach;The Unambiguity of Segmented Morphisms.;Dominik D. Freydenberger;181-192;2007
Anna E. Frid;Commutation of Binary Factorial Languages.;nan;193-204;2007
Hermann Gruber;Inapproximability of Nondeterministic State and Transition Complexity Assuming P=!NP.;Markus Holzer;205-216;2007
Markus Holzer;Inapproximability of Nondeterministic State and Transition Complexity Assuming P=!NP.;Hermann Gruber;205-216;2007
Yo-Sub Han;State Complexity of Union and Intersection of Finite Languages.;Kai Salomaa;217-228;2007
Kai Salomaa;State Complexity of Union and Intersection of Finite Languages.;Yo-Sub Han;217-228;2007
Johanna Högberg;Bisimulation Minimisation for Weighted Tree Automata.;Andreas Maletti, Jonathan May;229-241;2007
Andreas Maletti;Bisimulation Minimisation for Weighted Tree Automata.;Johanna Högberg, Jonathan May;229-241;2007
Jonathan May;Bisimulation Minimisation for Weighted Tree Automata.;Johanna Högberg, Andreas Maletti;229-241;2007
Artur Jez;Conjunctive Grammars Can Generate Non-regular Unary Languages.;nan;242-253;2007
Jozef Jirásek;Deterministic Blow-Ups of Minimal Nondeterministic Finite Automata over a Fixed Alphabet.;Galina Jirásková, Alexander Szabari;254-265;2007
Galina Jirásková;Deterministic Blow-Ups of Minimal Nondeterministic Finite Automata over a Fixed Alphabet.;Jozef Jirásek, Alexander Szabari;254-265;2007
Alexander Szabari;Deterministic Blow-Ups of Minimal Nondeterministic Finite Automata over a Fixed Alphabet.;Jozef Jirásek, Galina Jirásková;254-265;2007
Sandrine Julia;None;Tran Vinh Duc;266-277;2007
Tran Vinh Duc;None;Sandrine Julia;266-277;2007
Dalia Krieger;Avoiding Approximate Squares.;Pascal Ochem, Narad Rampersad, Jeffrey O. Shallit;278-289;2007
Pascal Ochem;Avoiding Approximate Squares.;Dalia Krieger, Narad Rampersad, Jeffrey O. Shallit;278-289;2007
Narad Rampersad;Avoiding Approximate Squares.;Dalia Krieger, Pascal Ochem, Jeffrey O. Shallit;278-289;2007
Jeffrey O. Shallit;Avoiding Approximate Squares.;Dalia Krieger, Pascal Ochem, Narad Rampersad;278-289;2007
Peter Leupold;Duplication Roots.;nan;290-299;2007
Remco Loos;Complexity Theory for Splicing Systems.;Mitsunori Ogihara;300-311;2007
Mitsunori Ogihara;Complexity Theory for Splicing Systems.;Remco Loos;300-311;2007
Andreas Malcher;Descriptional Complexity of Bounded Context-Free Languages.;Giovanni Pighizzini;312-323;2007
Giovanni Pighizzini;Descriptional Complexity of Bounded Context-Free Languages.;Andreas Malcher;312-323;2007
Christian Mathissen;Definable Transductions and Weighted Logics for Texts.;nan;324-336;2007
Edward Ochmanski;A Star Operation for Star-Free Trace Languages.;Krystyna Stawikowska;337-345;2007
Krystyna Stawikowska;A Star Operation for Star-Free Trace Languages.;Edward Ochmanski;337-345;2007
Lutz Priese;Finite Automata on Unranked and Unordered DAGs.;nan;346-360;2007
Yuri Pritykin;On Almost Periodicity Criteria for Morphic Sequences in Some Particular Cases.;nan;361-370;2007
Gwénaël Richomme;A Local Balance Property of Episturmian Words.;nan;371-381;2007
Marinella Sciortino;Suffix Automata and Standard Sturmian Words.;Luca Q. Zamboni;382-398;2007
Luca Q. Zamboni;Suffix Automata and Standard Sturmian Words.;Marinella Sciortino;382-398;2007
Victor L. Selivanov;None;nan;399-410;2007
Hellis Tamm;On Transition Minimality of Bideterministic Automata.;nan;411-421;2007
Golnaz Badkobeh;Hunting Redundancies in Strings.;Supaporn Chairungsee, Maxime Crochemore;1-14;2011
Supaporn Chairungsee;Hunting Redundancies in Strings.;Golnaz Badkobeh, Maxime Crochemore;1-14;2011
Maxime Crochemore;Hunting Redundancies in Strings.;Golnaz Badkobeh, Supaporn Chairungsee;1-14;2011
Antonio Restivo;Some Remarks on Automata Minimality.;Roberto Vaglica;15-27;2011
Roberto Vaglica;Some Remarks on Automata Minimality.;Antonio Restivo;15-27;2011
Arseny M. Shur;Growth Properties of Power-Free Languages.;nan;28-43;2011
Thomas Wilke;A Functional Program for Regular Expressions Matching - Abstract of Invited Talk.;nan;44-45;2011
Sheng Yu;State Complexity Research and Approximation.;Yuan Gao;46-57;2011
Yuan Gao;State Complexity Research and Approximation.;Sheng Yu;46-57;2011
Giovanni Battaglia;Counting the Orderings for Multisets in Consecutive Ones Property and PQ-Trees.;Roberto Grossi, Noemi Scutellà;58-69;2011
Roberto Grossi;Counting the Orderings for Multisets in Consecutive Ones Property and PQ-Trees.;Giovanni Battaglia, Noemi Scutellà;58-69;2011
Noemi Scutellà;Counting the Orderings for Multisets in Consecutive Ones Property and PQ-Trees.;Giovanni Battaglia, Roberto Grossi;58-69;2011
Francine Blanchet-Sadri;Avoiding Abelian Powers in Partial Words.;Sean Simmons;70-81;2011
Sean Simmons;Avoiding Abelian Powers in Partial Words.;Francine Blanchet-Sadri;70-81;2011
Paola Bonizzoni;Regular Splicing Languages Must Have a Constant.;Natasha Jonoska;82-92;2011
Natasha Jonoska;Regular Splicing Languages Must Have a Constant.;Paola Bonizzoni;82-92;2011
Sabine Broda;The Average Transition Complexity of Glushkov and Partial Derivative Automata.;António Machiavelo, Nelma Moreira, Rogério Reis;93-104;2011
António Machiavelo;The Average Transition Complexity of Glushkov and Partial Derivative Automata.;Sabine Broda, Nelma Moreira, Rogério Reis;93-104;2011
Nelma Moreira;The Average Transition Complexity of Glushkov and Partial Derivative Automata.;Sabine Broda, António Machiavelo, Rogério Reis;93-104;2011
Rogério Reis;The Average Transition Complexity of Glushkov and Partial Derivative Automata.;Sabine Broda, António Machiavelo, Nelma Moreira;93-104;2011
Janusz A. Brzozowski;Theory of Átomata.;Hellis Tamm;105-116;2011
Hellis Tamm;Theory of Átomata.;Janusz A. Brzozowski;105-116;2011
Janusz A. Brzozowski;Syntactic Complexity of Ideal and Closed Languages.;Yuli Ye;117-128;2011
Yuli Ye;Syntactic Complexity of Ideal and Closed Languages.;Janusz A. Brzozowski;117-128;2011
Pascal Caron;Generalized One-Unambiguity.;Yo-Sub Han, Ludovic Mignot;129-140;2011
Yo-Sub Han;Generalized One-Unambiguity.;Pascal Caron, Ludovic Mignot;129-140;2011
